signal,category,official_formula_url,official_formula_sha256,required_inputs,source_used,source_url,license_terms,minimum_history,data_acquired,current_value_calculated,current_value_count,effective_date,available_at,coverage,fidelity,tests_executed,github_run,source_evidence_run,artifact,status,remaining_blocker,strict_score_eligible
Tax,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Tax.py,060ba47cb7d7e9a40634bc806e6e70f1c35cdff75896e984b857ea6fb27000f1,federal_tax|foreign_tax|deferred_tax|income,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,2301,2026-06-30T00:00:00+00:00,2026-07-30T20:04:13+00:00,0.9841745081266039,unvalidated_proxy,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
TotalAccruals,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/TotalAccruals.py,574589faf026f7e09821bec93fe83520ce46180a8bb1cdd8e0bead082e344975,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
TrendFactor,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/TrendFactor.py,8280bce92bacaf1d9b848f38533fb7a2d4a3120e7598e55b990e9b09c48cddd8,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
VarCF,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/VarCF.py,88a67993274bda2490306e942605537be4752af7dd708d3181ef0b8a880123b9,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
VolMkt,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/VolMkt.py,83b50bcb6849e45c105ffd2beb7a6350892d9c9d46e50470b7b137077d7d356e,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
VolSD,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/VolSD.py,38e54240acc94432becf5734a49acd2cac2e5bacc3504b9ee64cfe110109a6f6,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
VolumeTrend,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/VolumeTrend.py,cf3013a4c9360874a0b6f76072a5bfe741b1710f0868a6d1a3517950e10ad8d7,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
XFIN,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/XFIN.py,560138c5c24d6ad834bcbd28b5746eaf95ecbf4089adbaa7daba867204966fdd,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
betaVIX,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ2_betaVIX.py,1e850d7fde9a46a064c8c281bcc4243655b533cc89d4b7675e80378819e27e41,daily_vix_changes|daily_market_returns|daily_stock_returns,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:cboe_public|kenneth_french|yahoo_public,False
cfp,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/cfp.py,71b6f3fc630ec686409d5cc9c49d60cda5381402886bf7ea7a3f119093fe41ed,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
dNoa,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/dNoa.py,6365154204a05b8e600148e7d6954d5c0cf3d419ac16f86dd7def78470b9b1fa,current_and_lagged_net_operating_assets,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,2316,2026-06-30T00:00:00+00:00,2026-07-30T20:04:13+00:00,0.9905902480752781,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
hire,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/hire.py,0332e593fe90c639cbda6387cdb96ba15d29f583b14824ffde60add29be0217c,employee_count_history,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific annual lookback; see pinned OpenAP source,True,True,67,2026-06-30T00:00:00+00:00,2026-07-30T14:52:29+00:00,0.028656971770744225,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending,False
iomom_cust,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_iomom_cust__iomom_supp.py,b8f5ec7425ef8e3d8e12e680e73d4f3aa6912eba9cee2e0d23b7ad2ead951f51,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
iomom_supp,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_iomom_cust__iomom_supp.py,b8f5ec7425ef8e3d8e12e680e73d4f3aa6912eba9cee2e0d23b7ad2ead951f51,bea_supplier_use_table|firm_industry|industry_returns,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
realestate,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/realestate.py,83f46e96b508f2274c5da5919c24be2271b226204b6996a8baee15038740f771,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
retConglomerate,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/retConglomerate.py,45a9bde0427f776fba5750824ec26c1867352855ee821b9d45913e93c3d43622,business_segment_sales|segment_industries|standalone_industry_returns,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
roaq,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/roaq.py,17ef6905930c74a3c697bbe51a4bb217b0ceb0b25d4026f3608e7b36a6735559,quarterly_net_income|lagged_quarterly_assets,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific quarterly lookback; see pinned OpenAP source,True,True,2327,2026-07-31T00:00:00+00:00,2026-08-04T00:00:00+00:00,0.995295124037639,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending;quarantined_contract_rows=5:available_at_precedes_effective_period,False
sinAlgo,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/sinAlgo.py,18c16b295bd0aab19e7e7581f31f10405fb00c48c01574862805a76d3fd4863f,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
std_turn,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/std_turn.py,bddf1463c30c774360247a9afc156546ce8ed7d8f6832c46ac07ce75c3d7da52,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
tang,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/tang.py,cfdbe9c1f2d68e423c10efff085d92e747ae7f033cd9cbf4f9d136447f881681,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
zerotrade12M,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_zerotrade_zerotradeAlt1_zerotradeAlt12.py,2d2ee47c3c695f21b114a7a13548d07eb517a08a6e0539dc2282743edf95498b,daily_zero_trade_indicator|turnover_adjustment,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
zerotrade1M,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_zerotrade_zerotradeAlt1_zerotradeAlt12.py,2d2ee47c3c695f21b114a7a13548d07eb517a08a6e0539dc2282743edf95498b,daily_zero_trade_indicator|turnover_adjustment,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
zerotrade6M,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_zerotrade_zerotradeAlt1_zerotradeAlt12.py,2d2ee47c3c695f21b114a7a13548d07eb517a08a6e0539dc2282743edf95498b,daily_zero_trade_indicator|turnover_adjustment,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
