source_id,title,authors,publication_year,doi,direct_url,primary_source,verification_status,verification_method,verification_source_url,verified_on,metadata_correction_note,claim_extraction_status
SRC0198,Complete Subset Regressions,Graham Elliott; Antonio Gargano; Allan Timmermann,2013,10.1016/j.jeconom.2013.04.017,https://doi.org/10.1016/j.jeconom.2013.04.017,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jeconom.2013.04.017,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0199,Stepwise Multiple Testing as Formalized Data Snooping,Joseph P. Romano; Michael Wolf,2005,10.1111/j.1468-0262.2005.00615.x,https://doi.org/10.1111/j.1468-0262.2005.00615.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1468-0262.2005.00615.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0200,Replicating Anomalies,Kewei Hou; Chen Xue; Lu Zhang,2020,10.1093/rfs/hhy131,https://doi.org/10.1093/rfs/hhy131,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhy131,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0201,Open Source Cross-Sectional Asset Pricing,Andrew Chen; Tom Zimmermann,2022,10.1561/104.00000133,https://doi.org/10.1561/104.00000133,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1561/104.00000133,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0202,"Anomalies across the Globe: Once Public, No Longer Existent?",Heiko Jacobs; Sebastian Mueller,2020,10.1111/jofi.12907,https://doi.org/10.1111/jofi.12907,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/jofi.12907,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0203,Anomalies and False Rejections,Tarun Chordia; Amit Goyal; Alessio Saretto,2020,10.1093/rfs/hhz138,https://doi.org/10.1093/rfs/hhz138,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhz138,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0204,False (and Missed) Discoveries in Financial Economics,Campbell R. Harvey; Yan Liu,2020,10.1111/jofi.12916,https://doi.org/10.1111/jofi.12916,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/jofi.12916,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0205,Publication Bias and the Cross-Section of Stock Returns,Andrew Chen; Tom Zimmermann,2020,10.1093/rapstu/raaa009,https://doi.org/10.1093/rapstu/raaa009,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rapstu/raaa009,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0206,Empirical Asset Pricing via Machine Learning,Shihao Gu; Bryan Kelly; Dacheng Xiu,2020,10.1093/rfs/hhaa009,https://doi.org/10.1093/rfs/hhaa009,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhaa009,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0207,Characteristics Are Covariances: A Unified Model of Risk and Return,Bryan Kelly; Seth Pruitt; Yinan Su,2019,10.1016/j.jfineco.2018.07.009,https://doi.org/10.1016/j.jfineco.2018.07.009,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jfineco.2018.07.009,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0208,Dissecting Characteristics Nonparametrically,Joachim Freyberger; Andreas Neuhierl; Michael Weber,2020,10.1093/rfs/hhz123,https://doi.org/10.1093/rfs/hhz123,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhz123,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0209,Shrinking the Cross-Section,Serhiy Kozak; Stefan Nagel; Shrihari Santosh,2020,10.1016/j.jfineco.2019.06.008,https://doi.org/10.1016/j.jfineco.2019.06.008,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jfineco.2019.06.008,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0210,Taming the Factor Zoo: A Test of New Factors,Guangqing Feng; Stefano Giglio; Dacheng Xiu,2020,10.1093/rfs/hhaa035,https://doi.org/10.1093/rfs/hhaa035,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhaa035,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0211,Autoencoder Asset Pricing Models,Shihao Gu; Bryan Kelly; Dacheng Xiu,2021,10.1016/j.jeconom.2020.07.009,https://doi.org/10.1016/j.jeconom.2020.07.009,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jeconom.2020.07.009,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0212,Sparse Signals in the Cross-Section of Returns,Alex Chinco; Adam D. Clark-Joseph; Mao Ye,2019,10.1111/jofi.12733,https://doi.org/10.1111/jofi.12733,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/jofi.12733,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0213,Regression Shrinkage and Selection via the Lasso,Robert Tibshirani,1996,10.1111/j.2517-6161.1996.tb02080.x,https://doi.org/10.1111/j.2517-6161.1996.tb02080.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.2517-6161.1996.tb02080.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0214,Regularization and Variable Selection via the Elastic Net,Hui Zou; Trevor Hastie,2005,10.1111/j.1467-9868.2005.00503.x,https://doi.org/10.1111/j.1467-9868.2005.00503.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1467-9868.2005.00503.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0215,Regularization Paths for Generalized Linear Models via Coordinate Descent,Jerome Friedman; Trevor Hastie; Robert Tibshirani,2010,10.18637/jss.v033.i01,https://doi.org/10.18637/jss.v033.i01,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.18637/jss.v033.i01,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0216,Comparing Predictive Accuracy,Francis X. Diebold; Roberto S. Mariano,1995,10.1080/07350015.1995.10524599,https://doi.org/10.1080/07350015.1995.10524599,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1080/07350015.1995.10524599,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0217,"A Simple, Positive Semi-Definite, Heteroskedasticity and Autocorrelation Consistent Covariance Matrix",Whitney K. Newey; Kenneth D. West,1987,10.2307/1913610,https://doi.org/10.2307/1913610,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.2307/1913610,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0218,The Stationary Bootstrap,Dimitris N. Politis; Joseph P. Romano,1994,10.1080/01621459.1994.10476870,https://doi.org/10.1080/01621459.1994.10476870,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1080/01621459.1994.10476870,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0219,Automatic Block-Length Selection for the Dependent Bootstrap,Dimitris N. Politis; Halbert White,2004,10.1081/ETC-120028836,https://doi.org/10.1081/ETC-120028836,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1081/ETC-120028836,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0220,Robust Performance Hypothesis Testing with the Sharpe Ratio,Olivier Ledoit; Michael Wolf,2008,10.1016/j.jempfin.2008.03.002,https://doi.org/10.1016/j.jempfin.2008.03.002,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jempfin.2008.03.002,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0221,The Statistics of Sharpe Ratios,Andrew W. Lo,2002,10.2469/faj.v58.n4.2453,https://doi.org/10.2469/faj.v58.n4.2453,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.2469/faj.v58.n4.2453,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0222,In-Sample or Out-of-Sample Tests of Predictability: Which One Should We Use?,Atsushi Inoue; Lutz Kilian,2004,10.1081/ETC-120028838,https://doi.org/10.1081/ETC-120028838,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1081/ETC-120028838,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0223,Tests of Equal Forecast Accuracy and Encompassing for Nested Models,Todd E. Clark; Michael W. McCracken,2001,10.1016/S0304-4076(01)00050-4,https://doi.org/10.1016/S0304-4076(01)00050-4,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/S0304-4076(01)00050-4,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0224,Approximately Normal Tests for Equal Predictive Accuracy in Nested Models,Todd E. Clark; Kenneth D. West,2007,10.1016/j.jeconom.2006.05.023,https://doi.org/10.1016/j.jeconom.2006.05.023,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jeconom.2006.05.023,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0225,Tests of Conditional Predictive Ability,Raffaella Giacomini; Halbert White,2006,10.1111/j.1468-0262.2006.00718.x,https://doi.org/10.1111/j.1468-0262.2006.00718.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1468-0262.2006.00718.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0226,Seasonality in the Cross-Section of Stock Returns,Steven L. Heston; Ronnie Sadka,2008,10.1016/j.jfineco.2007.02.003,https://doi.org/10.1016/j.jfineco.2007.02.003,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jfineco.2007.02.003,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0227,Return Seasonalities,Matti Keloharju; Juhani T. Linnainmaa; Peter Nyberg,2016,10.1111/jofi.12398,https://doi.org/10.1111/jofi.12398,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/jofi.12398,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0228,Day of the Week Effects and Asset Returns,Michael R. Gibbons; Patrick Hess,1981,10.1086/296147,https://doi.org/10.1086/296147,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1086/296147,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0229,A Further Investigation of the Weekend Effect in Stock Returns,Donald B. Keim; Robert F. Stambaugh,1984,10.1111/j.1540-6261.1984.tb03675.x,https://doi.org/10.1111/j.1540-6261.1984.tb03675.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1540-6261.1984.tb03675.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0230,A Monthly Effect in Stock Returns,Robert A. Ariel,1987,10.1016/0304-405X(87)90066-3,https://doi.org/10.1016/0304-405X(87)90066-3,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/0304-405X(87)90066-3,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0231,High Stock Returns Before Holidays: Existence and Evidence on Possible Causes,Robert A. Ariel,1990,10.1111/j.1540-6261.1990.tb05023.x,https://doi.org/10.1111/j.1540-6261.1990.tb05023.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1540-6261.1990.tb05023.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0232,A Transaction Data Study of Weekly and Intradaily Patterns in Stock Returns,Lawrence Harris,1986,10.1016/0304-405X(86)90044-9,https://doi.org/10.1016/0304-405X(86)90044-9,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/0304-405X(86)90044-9,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0233,New Findings Regarding Day-of-the-Week Returns over Trading and Non-Trading Periods,Richard J. Rogalski,1984,10.1111/j.1540-6261.1984.tb03877.x,https://doi.org/10.1111/j.1540-6261.1984.tb03877.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1540-6261.1984.tb03877.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0234,Capital Market Seasonality: The Case of Stock Returns,Michael S. Rozeff; William R. Kinney Jr.,1976,10.1016/0304-405X(76)90028-3,https://doi.org/10.1016/0304-405X(76)90028-3,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/0304-405X(76)90028-3,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0235,Paying Attention: Overnight Returns and the Hidden Cost of Buying at the Open,Henk Berkman; Paul D. Koch; Laura Tuttle; Ying Jenny Zhang,2012,10.1017/S0022109011000679,https://doi.org/10.1017/S0022109011000679,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1017/S0022109011000679,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0236,A Tug of War: Overnight versus Intraday Expected Returns,Dong Lou; Christopher Polk; Spyros Skouras,2019,10.1016/j.jfineco.2019.03.011,https://doi.org/10.1016/j.jfineco.2019.03.011,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jfineco.2019.03.011,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0237,The Stock Market's Reaction to Unemployment News: Why Bad News Is Usually Good for Stocks,John H. Boyd; Jian Hu; Ravi Jagannathan,2005,10.1111/j.1540-6261.2005.00742.x,https://doi.org/10.1111/j.1540-6261.2005.00742.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1540-6261.2005.00742.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0238,Have Individual Stocks Become More Volatile? An Empirical Exploration of Idiosyncratic Risk,John Y. Campbell; Martin Lettau; Burton G. Malkiel; Yexiao Xu,2001,10.1111/0022-1082.00318,https://doi.org/10.1111/0022-1082.00318,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/0022-1082.00318,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0239,Common Risk Factors in Currency Markets,Hanno Lustig; Nikolai Roussanov; Adrien Verdelhan,2011,10.1093/rfs/hhq116,https://doi.org/10.1093/rfs/hhq116,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhq116,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0240,Currency Momentum Strategies,Lukas Menkhoff; Lucio Sarno; Maik Schmeling; Andreas Schrimpf,2012,10.1016/j.jfineco.2012.06.009,https://doi.org/10.1016/j.jfineco.2012.06.009,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jfineco.2012.06.009,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0241,Market Liquidity and Trading Activity,Tarun Chordia; Richard Roll; Avanidhar Subrahmanyam,2001,10.1111/0022-1082.00335,https://doi.org/10.1111/0022-1082.00335,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/0022-1082.00335,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0242,A Century of Stock Market Liquidity and Trading Costs,Charles M. Jones,2002,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=313681,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=313681,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0243,VIX White Paper and Methodology,Cboe Global Markets,2019,,https://www.cboe.com/tradable_products/vix/vix_white_paper/,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://www.cboe.com/tradable_products/vix/vix_white_paper/,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0244,Commitments of Traders Explanatory Notes,Commodity Futures Trading Commission,2026,,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ExplanatoryNotes/index.htm,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ExplanatoryNotes/index.htm,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0245,ALFRED Archival Federal Reserve Economic Data Documentation,Federal Reserve Bank of St. Louis,2026,,https://alfred.stlouisfed.org/,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://alfred.stlouisfed.org/,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0246,Margin Statistics Methodology and Monthly Aggregate Data,FINRA,2026,,https://www.finra.org/rules-guidance/key-topics/margin-accounts/margin-statistics,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://www.finra.org/rules-guidance/key-topics/margin-accounts/margin-statistics,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0247,SPDR S&P 500 ETF Trust Official Fund Record,State Street Global Advisors,2026,,https://www.ssga.com/us/en/intermediary/etfs/spdr-sp-500-etf-trust-spy,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://www.ssga.com/us/en/intermediary/etfs/spdr-sp-500-etf-trust-spy,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0248,Equity Premium Prediction Data Library,Amit Goyal,2026,,https://sites.google.com/view/agoyal145/,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://sites.google.com/view/agoyal145/,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0249,FRED API Documentation,Federal Reserve Bank of St. Louis,2026,,https://fred.stlouisfed.org/docs/api/fred/,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://fred.stlouisfed.org/docs/api/fred/,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
