signature_hash,distinct_strategy_signature,rows,exact_rows,template_rows,primary_family,asset_bucket,signal_bucket,action_bucket,frequency_bucket,parameter_bucket,example_study_id,example_idea_id,example_title
19ca19cacea2553a,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|100y|100y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,100y|100y,W3093002665,lit_w3093002665_sector_rotation,Supply Chain Management and Restart of Economy in Post COVID-19
e57f12fa6cd75384,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|13y|18y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,13y|18y,W4402483806,lit_w4402483806_sector_rotation,Developing circularity metrics for the maritime industry: A stakeholder focused study
d0aef91ba6d6290e,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|200d|200d,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,200d|200d,W2046242188,lit_w2046242188_sector_rotation,Inkjet printing for pharmaceutics – A review of research and manufacturing
ed2c89a496599c82,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|200y|200y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,200y|200y,W4401887408,lit_w4401887408_sector_rotation,The State of Public-Private Partnerships in Times of Global Economic Disruption
8e3840d303e95eef,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|250y|250y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,250y|250y,W7131348817,lit_w7131348817_sector_rotation,European riverine and coastal wetlands under pressure: biodiversity and climate change
c95187a32ca9d017,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|2y|2y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,2y|2y,W2752845128,lit_w2752845128_sector_rotation,Evolving missions and university entrepreneurship: academic spin-offs and graduate start-ups in the entrepreneurial society
36c9f24fe725f3dd,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|40y|40y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,40y|40y,W4385223307,lit_w4385223307_sector_rotation,Mobilizing Private Investment in Climate Solutions: De-risking Strategies of Multilateral Development Banks
7a2ba2939e898ef5,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|5y|10y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,5y|10y,W7160506265,lit_w7160506265_sector_rotation,The Impact of Strategic Management on the Effectiveness of the Strategic Decision-Making Process in Jordanian Commercial Banks
5c9db3148156e747,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|5y|5y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,5y|5y,W7147088847,lit_w7147088847_sector_rotation,Where is the EXIT? – The Exit Characteristics of Venture Capital Through the Case of Hungarian JEREMIE Investments
ca99e00506933096,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|6d|6d,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,6d|6d,W7141201462,lit_w7141201462_sector_rotation,Strategic planning and governance in public procurement at a decentralized university in Peru
e60149d1839ff54e,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|annual|6m|6m,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,annual,6m|6m,W7128167422,lit_w7128167422_sector_rotation,Human capital development and active labor market policies in Slovakia
964e6a25947b39a8,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|10d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,10d,W7153680532,lit_w7153680532_sector_rotation,Chronic Absenteeism in Title I Elementary Rural Schools Within Virginia: A Leadership Perspective
4a0d46ae3adfd38f,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|10y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,10y,W7162275526,lit_w7162275526_sector_rotation,Innovation through merger or acquisition: leveraging stratup integration for corporate competitiveness in the energy sector with a focus on integration models
1da03ce154846053,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|12m|12m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,12m|12m,W7152468487,lit_w7152468487_sector_rotation,Mоdeling and Analysis оf Interactiоns in the Rоtor–Bearing–Housing System under Variable Loads
5776d76231520658,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|14m|14m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,14m|14m,W4410587349,lit_w4410587349_sector_rotation,Breaking Tech Monopolies
f9923b375c38f2f7,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|15y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,15y,W4417100739,lit_w4417100739_sector_rotation,The role of digital technologies in enhancing construction project management
d5b51ef2312ebf76,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|18m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,18m,W1947366796,lit_w1947366796_sector_rotation,Temporary agency workers in the French car industry: working under a new variant of 'despotism' in the labour process
91ad94b30c9a49c9,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|18m|2y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,18m|2y,W4417146172,lit_w4417146172_sector_rotation,School meal nutrition and procurement policies in England: governance variability and innovation in implementation settings
1de2a96149520537,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|1y|3y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,1y|3y,W7128733568,lit_w7128733568_sector_rotation,"Effects of the moderating role of trendiness on brand image, E-WOM, brand attitude and online purchase intention"
caf1de68c10f7ca2,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|21d|4m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,21d|4m,W7160209337,lit_w7160209337_sector_rotation,Behavioral challenges and welfare implications in lambs raised under intensive dairy sheep production systems
ef8f6bc2fdb76f36,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|29y|29y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,29y|29y,W4313814049,lit_w4313814049_sector_rotation,Agriculture without paraquat is feasible without loss of productivity—lessons learned from phasing out a highly hazardous herbicide
bc95d0225365ca7c,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|30d|30d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,30d|30d,W4386814895,lit_w4386814895_sector_rotation,"A review of the global climate change impacts, adaptation strategies, and mitigation options in the socio-economic and environmental sectors"
61c72eebe849b415,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|30y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,30y,W844800056,lit_w844800056_sector_rotation,Value co-creation between SME suppliers and large customers in the UK organic food sector
1b0896d402d1ea33,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|35y|35y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,35y|35y,W7126109895,lit_w7126109895_sector_rotation,Public Debt and Capital Development: An Empirical Analysis of Agricultural and Livestock Capital Development in Nigeria
45b5df6ee583b89c,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|38y|38y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,38y|38y,W3023625996,lit_w3023625996_sector_rotation,Towards an operationalisation of nature-based solutions for natural hazards
4499250a293bafe3,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|3m|3m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,3m|3m,W7154172003,lit_w7154172003_sector_rotation,Sustaining employee wellbeing: a mediation analysis of resilience as a pathway from sustainable HRM to happiness in healthcare and wellness settings
79511beac398e505,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|44y|44y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,44y|44y,W2171327980,lit_w2171327980_sector_rotation,Viewing the Kenyan health system through an equity lens: implications for universal coverage
51ac33f807e6a6c8,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|494y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,494y,W850976516,lit_w850976516_sector_rotation,"FDI, ownership change and the firms’ business performance in China"
d64253f7b444c68a,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|50y|50y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,50y|50y,W3173329036,lit_w3173329036_sector_rotation,The Impact of the COVID-19 Pandemic on the Banking Sector
d0d7ba2e9c4c959a,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|5y|15y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,5y|15y,W4401525127,lit_w4401525127_sector_rotation,Modeling the impact of resilience factors and relational practice on performance of the supply chain
81d1373508e3ca07,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|6d|6d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,6d|6d,W4416065118,lit_w4416065118_sector_rotation,Towards EnergyGPT: A Large Language Model Specialized for the Energy Sector
081b28b5dcbd801a,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|6y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,6y,W4405616140,lit_w4405616140_sector_rotation,REDUCED TRANSACTION COSTS IN THE INFORMATION SECTOR OF THE INVESTMENT CLIMATE REPUBLIC OF TAJIKISTAN
005bd03b4467000b,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|6y|6y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,6y|6y,W3011115756,lit_w3011115756_sector_rotation,A Comprehensive Review of the Integration of Battery Energy Storage Systems into Distribution Networks
cb29d341b09c3dfa,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|7d|7d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,7d|7d,W7135042023,lit_w7135042023_sector_rotation,The Impact of Climate Change on Economic Losses and the Performance of Global Dairy Production for Food Supply
2993cb3086416e55,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|7y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,7y,W7162055859,lit_w7162055859_sector_rotation,Kuljetussektorin kannustimet ja esteet vastuullisten ajoneuvojen hankintaan
e0b861e45f3cbf0b,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|809d|809d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,809d|809d,W7152520037,lit_w7152520037_sector_rotation,"&lt;i&gt;An Integrated Governance Framework: Curriculum Design, Assessment, and Management Systems for Technical and Interdisciplinary Education in South Africa volume 2&lt;/i&gt;"
0b5c41299fcd1d9f,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|80y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,80y,W4417420795,lit_w4417420795_sector_rotation,"Animales en la vida cotidiana de la antigua Roma. Tres ejemplos: familia, dieta y piscifactorías"
f395e9b70e6aba91,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|8w|8w,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,8w|8w,W7162523194,lit_w7162523194_sector_rotation,"Labour productivity in Zambia's construction industry: A multi-site qualitative investigation of workforce, organisational, and resource constraints"
de3ae2a0fac72145,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|daily|90d|90d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,daily,90d|90d,W3007766471,lit_w3007766471_sector_rotation,Owner Incentives and Performance in Healthcare: Private Equity Investment in Nursing Homes
f9f48a7edd72abde,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|10y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,10y,W7155564845,lit_w7155564845_sector_rotation,"A tri-level stochastic framework for planning integrated electricity, gas, and heating networks with enhanced resilience and renewable integration"
60937773c8376e12,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|14d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,14d,W7152530731,lit_w7152530731_sector_rotation,": &lt;i&gt;An integrated governance framework: Curriculum design, assessment, and management systems for technical and interdisciplinary education in South Africa&lt;/i&gt;"
759f5e780024c7e5,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|1m|1m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,1m|1m,W2897964116,lit_w2897964116_sector_rotation,Potential for hydrogen and Power-to-Liquid in a low-carbon EU energy system using cost optimization
47a655f80a0f8e23,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|20y|20y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,20y|20y,W4244690531,lit_w4244690531_sector_rotation,The Smart Grid: An Estimation of the Energy and CO2 Benefits
3cf2a9eadf1dcb4d,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|365d|365d,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,365d|365d,W7117964347,lit_w7117964347_sector_rotation,Impact of TETFUND Intervention on Academic Staff Training and Development of Selected Universities in North Central Nigeria
dae28d6e9e4fc3eb,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|intraday|70y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,intraday,70y,W4405205558,lit_w4405205558_sector_rotation,FEATURES OF THE DEVELOPMENT OF THE AGRICULTURAL SECTOR OF UKRAINE'S ECONOMY IN THE CONTEXT OF EUROPEAN INTEGRATION
2c1ebf1aacc6d669,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|10d,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,10d,W2120775055,lit_w2120775055_sector_rotation,"Improving Climate Risk Management at Local Level – Techniques, Case Studies, Good Practices and Guidelines for World Meteorological Organization Members"
6fa8d388371edb53,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|13y|13y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,13y|13y,W7131371940,lit_w7131371940_sector_rotation,Fundamentally Reforming the DI System: Evidence from Germany
53b48857e71c1c41,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|15y|15y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,15y|15y,W2165989465,lit_w2165989465_sector_rotation,"It's the client, stupid! An active role for the client in Dutch employment services"
ecb0be326803956d,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|18m|18m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,18m|18m,W3043060350,lit_w3043060350_sector_rotation,"The decline of mussel aquaculture in the European Union: causes, economic impacts and opportunities"
b90902fb2d19a9d1,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|20y|20y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,20y|20y,W4410577792,lit_w4410577792_sector_rotation,The IFS Scottish Budget Report – 2025–26
bffda9e1c035bb0b,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|4y|12m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,4y|12m,W3022643413,lit_w3022643413_sector_rotation,The Performance of Socially Responsible Funds: Does the Screening Process Matter?
e06d7effbf81c339,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|5y|5y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,5y|5y,W7148179046,lit_w7148179046_sector_rotation,Business cycle synchronization between the EU and Western Balkan candidate economies: A Wavelet Analysis
71fb168efc01f08b,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|60y|60y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,60y|60y,W7126119835,lit_w7126119835_sector_rotation,Saving Behaviour of Rural Households in Odisha
af66aa02afed1a6c,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|67y|67y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,67y|67y,W7155368429,lit_w7155368429_sector_rotation,"Extending Working Lives: A Systematic Review of Motivations, Determinants, and Institutional Contexts"
2940f454279092ba,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|8y|8y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,8y|8y,W4417495847,lit_w4417495847_sector_rotation,"Multi-factor Interactions in Global New Energy Policies: Comparative Practices, Impacts, and Optimization Paths"
8bcb2b17b99dfe76,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|monthly|9y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,monthly,9y,W3125924038,lit_w3125924038_sector_rotation,The Political Economy of Corporate Governance in Germany
ee98a769880499cf,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|10y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,10y,W7160635001,lit_w7160635001_sector_rotation,"Impact of Telecommunication Regulations On Mobile Network Operators (MNOs) In South Sudan: A Case of National Communication Authority (NCA), JUBA"
05654f4bab686139,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|120y|120y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,120y|120y,W1480030960,lit_w1480030960_sector_rotation,The foundation years : preventing poor children becoming poor adults : the report of the Independent Review on Poverty and Life Chances
f8878ded5b70b253,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|12m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,12m,W7161948766,lit_w7161948766_sector_rotation,"Regulatory Compliance and the Shadow Economy: Enforcement, Incentives, and Policy Implications for Serbia"
2a93f730d1854575,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|15y|15y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,15y|15y,W1653984643,lit_w1653984643_sector_rotation,The Value of Postsecondary Credentials in the Labor Market: An Experimental Study
25f79406e93062df,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|1y|1y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,1y|1y,W181667838,lit_w181667838_sector_rotation,Optimal Capital Requirements over the Business and Financial Cycles
596c9dfba37e71f4,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|20y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,20y,W7140304146,lit_w7140304146_sector_rotation,How technology convergence and entrepreneurial leadership disrupted the launch industry: the case of SpaceX
57e81c62d11234a0,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|24y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,24y,W2108629321,lit_w2108629321_sector_rotation,THE ROAD TO PRO-POOR GROWTH IN ZAMBIA: PAST LESSONS AND FUTURE CHALLENGES
83112083ec768f33,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|34y|34y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,34y|34y,W7127045997,lit_w7127045997_sector_rotation,Service Quality and Customer satisfaction: The Mediating Role of Customer Delight
1d8f84124bc6a0b0,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|35y|35y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,35y|35y,W4411323480,lit_w4411323480_sector_rotation,The Impact of Agile Operation Management on Products Development: The Mediating Role of Quality Function Deployment
8746dfa2b652ffa0,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|3y|3y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,3y|3y,W2114012435,lit_w2114012435_sector_rotation,Pitfalls of a State-Dominated Financial System: The Case of China
cd70788f32a217f6,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|40y|40y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,40y|40y,W2989199395,lit_w2989199395_sector_rotation,"Regional income disparities, monopoly and finance"
ee6a913b168273d4,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|49y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,49y,W759201480,lit_w759201480_sector_rotation,The links between organisational strategy and project management: the process and the Key Decision Factors (KDF) of strategic projects implementation route selection
a3370bc0c3fb93bc,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|4y|7y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,4y|7y,W7161236027,lit_w7161236027_sector_rotation,Career Mobility of Planning Alumni in the United States: Evidence from Professional Profile Data Using Large Language Models
d12c656b5bf7e5a1,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|6y|10y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,6y|10y,W7161746204,lit_w7161746204_sector_rotation,"Gross capital formation, diaspora remittances and the migration paradox: explaining persistent rural underdevelopment"
9a6291b4c5c406d4,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|6y|2y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,6y|2y,W7161491957,lit_w7161491957_sector_rotation,Rewiring after relocation
56e40f9a0d7fedb0,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|quarterly|9y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,quarterly,9y,W7154621177,lit_w7154621177_sector_rotation,What’s learning got to do with sustainability-oriented cross-sector partnerships? A systematic literature review
6a88d99449cbf0c9,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|10y|10y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,10y|10y,W2918526887,lit_w2918526887_sector_rotation,Industry 4.0 for SMEs
166eee53520cea26,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|10y|20y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,10y|20y,W7139097627,lit_w7139097627_sector_rotation,Risk Allocation and Private Sector Participation in Saudi Automotive Mega-Projects
ecec9232a91cbbf8,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|10y|7y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,10y|7y,W7122625302,lit_w7122625302_sector_rotation,A typology of private investor-ownership in health service provision and related regulatory frameworks in five countries
b0baa3edfb31e16f,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|14y|14y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,14y|14y,W2560223518,lit_w2560223518_sector_rotation,MULTI-STAKEHOLDER COLLABORATION IN URBAN FREIGHT CONSOLIDATION SCHEMES: DRIVERS AND BARRIERS TO IMPLEMENTATION
30f5250e0935bb59,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|250y|250y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,250y|250y,W7128725967,lit_w7128725967_sector_rotation,Complexity in institutional reform
6ebbcfccaedca273,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|25y|25y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,25y|25y,W2790155577,lit_w2790155577_sector_rotation,"EDUCATION, EMPLOYABILITY AND LABOUR FORCE COMPETITIVENESS IN CROATIA"
4555433d36fde648,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|30y|30y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,30y|30y,W2044214582,lit_w2044214582_sector_rotation,New Zealand's new health sector reforms: back to the future?
af4bfece634c8a1d,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|32y|32y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,32y|32y,W7147024540,lit_w7147024540_sector_rotation,Hackathons for Social Design: A Co-Creation Model for Sustainable Innovation
90193507592d141e,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|3y|3y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,3y|3y,W4413050021,lit_w4413050021_sector_rotation,A Framework for Considering the Role of the Public Sector in R&amp;D of Health Technology
debcfd6e1693c1c8,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|55y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,55y,W4294891777,lit_w4294891777_sector_rotation,"Greener reactants, renewable energies and environmental impact mitigation strategies in pyrometallurgical processes: A review"
225f5018a08fba12,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|5y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,5y,W7133577325,lit_w7133577325_sector_rotation,Effects of the Efficient Implementation of Corporate Finance Strategy on Company Performance
3085e2b05a415567,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|5y|10y,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,5y|10y,W7162491989,lit_w7162491989_sector_rotation,Do Professional Events Contribute to Professional Identity?  A Structural Equation Modeling Analysis of Direct and Indirect Relationships Among Psychologists
5cddfc30505efbec,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|unspecified|6m|6m,1,0,1,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,unspecified,6m|6m,W7160239093,lit_w7160239093_sector_rotation,Beyond the kitchen: co-creating sustainable menu strategies through participatory action learning
db1e1b4079617af6,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|weekly|17y|17y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,weekly,17y|17y,W2605544885,lit_w2605544885_sector_rotation,Risks and rewards of cloud computing in the UK public sector: A reflection on three Organisational case studies
7d2368b52f0438c1,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|weekly|3d|60y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,weekly,3d|60y,W7144125772,lit_w7144125772_sector_rotation,Modeling the interactive development of sports services and the silver economy in aging societies
2cf52a2dbdbe0c95,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|weekly|4y,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,weekly,4y,W4402751258,lit_w4402751258_sector_rotation,"Review article: Drought as a continuum – memory effects in interlinked hydrological, ecological, and social systems"
cf6155fdc47c0fc4,sector_rotation|bonds_rates|value_quality_factor|forecast_rank_template|weekly|5y|18m,1,1,0,sector_rotation,bonds_rates,value_quality_factor,forecast_rank_template,weekly,5y|18m,W2290660089,lit_w2290660089_sector_rotation,Innovative financing for home ownership: the potential for shared equity initiatives in Australia
