artifact_family,artifact_count,total_size_in_bytes,first_created_at,last_created_at,examples_json,decision,retention_class,canonical_replacement
paper-spy-weekly-sharpe{n}-{n}jobs-results,1,1577043,2026-06-07T15:41:01Z,2026-06-07T15:41:01Z,"[""paper-spy-weekly-sharpe2-360jobs-results""]",archive,historical_reference,none
run-checkpoint-s{n}-a-{uuid},91,4836753,2026-07-26T15:46:03Z,2026-07-26T19:06:01Z,"[""run-checkpoint-s001-a-ee9fc8a2-0ebd-470c-9197-f832c64ed345"",""run-checkpoint-s002-a-aff75b24-8467-4736-8bab-ce9d9b1d3cd2"",""run-checkpoint-s003-a-ecbdb8bd-a418-4681-b22b-ff4d21eefb54""]",archive,historical_reference,none
sarif-artifact-actions,2,97270,2026-07-13T09:12:49Z,2026-07-21T13:41:29Z,"[""sarif-artifact-actions"",""sarif-artifact-actions""]",archive,historical_reference,none
sarif-artifact-python,2,178714,2026-07-13T09:14:28Z,2026-07-21T13:43:20Z,"[""sarif-artifact-python"",""sarif-artifact-python""]",archive,historical_reference,none
spy-daily-direction-accuracy-data,19,334738569,2026-06-06T09:21:29Z,2026-06-07T13:59:42Z,"[""spy-daily-direction-accuracy-data"",""spy-daily-direction-accuracy-data"",""spy-daily-direction-accuracy-data""]",archive,historical_reference,none
spy-daily-direction-accuracy-stage-{n},6387,608628922,2026-06-06T09:23:37Z,2026-06-07T14:10:56Z,"[""spy-daily-direction-accuracy-stage-75"",""spy-daily-direction-accuracy-stage-3"",""spy-daily-direction-accuracy-stage-43""]",archive,historical_reference,none
spy-daily-direction-accuracy-{n}jobs-results,19,1511435736,2026-06-06T09:27:45Z,2026-06-07T14:12:06Z,"[""spy-daily-direction-accuracy-355jobs-results"",""spy-daily-direction-accuracy-355jobs-results"",""spy-daily-direction-accuracy-355jobs-results""]",archive,historical_reference,none
spy-daily-direction-funnel-top-all-features-{n}waves-{n}h-results,1,129644295,2026-06-09T06:32:53Z,2026-06-09T06:32:53Z,"[""spy-daily-direction-funnel-top-all-features-4waves-1h-results""]",archive,historical_reference,none
spy-daily-direction-funnel-top-wave-{n}-stage-{n},1420,85767844,2026-06-09T05:59:21Z,2026-06-09T06:31:07Z,"[""spy-daily-direction-funnel-top-wave-0-stage-268"",""spy-daily-direction-funnel-top-wave-0-stage-25"",""spy-daily-direction-funnel-top-wave-0-stage-77""]",archive,historical_reference,none
spy-daily-direction-funnel-top-{n}waves-data,1,20341145,2026-06-09T05:54:50Z,2026-06-09T05:54:50Z,"[""spy-daily-direction-funnel-top-4waves-data""]",archive,historical_reference,none
spy-monthly-quick-data,1,362623,2026-06-08T17:39:02Z,2026-06-08T17:39:02Z,"[""spy-monthly-quick-data""]",archive,historical_reference,none
spy-monthly-quick-stage-{n},360,19374379,2026-06-08T17:41:42Z,2026-06-08T17:43:02Z,"[""spy-monthly-quick-stage-199"",""spy-monthly-quick-stage-213"",""spy-monthly-quick-stage-237""]",archive,historical_reference,none
spy-monthly-scan-data,2,683802,2026-06-12T18:45:07Z,2026-06-13T14:30:13Z,"[""spy-monthly-scan-data"",""spy-monthly-scan-data""]",archive,historical_reference,none
spy-monthly-tf{n}-ma{n}-locked-table,3,7717,2026-06-21T10:53:30Z,2026-06-21T10:56:47Z,"[""spy-monthly-tf21-ma10-locked-table"",""spy-monthly-tf21-ma10-locked-table"",""spy-monthly-tf21-ma10-locked-table""]",archive,historical_reference,none
spy-monthly-trend-following-paper{n}-data,3,289646,2026-06-21T10:11:11Z,2026-06-21T10:28:54Z,"[""spy-monthly-trend-following-paper21-data"",""spy-monthly-trend-following-paper21-data"",""spy-monthly-trend-following-paper21-data""]",archive,historical_reference,none
spy-monthly-trend-following-paper{n}-stage-{n},710,5732922,2026-06-21T10:19:05Z,2026-06-21T10:30:12Z,"[""spy-monthly-trend-following-paper21-stage-219"",""spy-monthly-trend-following-paper21-stage-151"",""spy-monthly-trend-following-paper21-stage-86""]",archive,historical_reference,none
spy-monthly-trend-following-paper{n}-{n}jobs-results,2,136876,2026-06-21T10:13:03Z,2026-06-21T10:31:04Z,"[""spy-monthly-trend-following-paper21-355jobs-results"",""spy-monthly-trend-following-paper21-355jobs-results""]",archive,historical_reference,none
spy-quick-data,9,14180330,2026-06-08T08:48:10Z,2026-06-08T17:23:09Z,"[""spy-quick-data"",""spy-quick-data"",""spy-quick-data""]",archive,historical_reference,none
spy-quick-stage-{n},3240,482611101,2026-06-08T08:52:51Z,2026-06-08T17:26:15Z,"[""spy-quick-stage-45"",""spy-quick-stage-186"",""spy-quick-stage-44""]",archive,historical_reference,none
spy-regime-quick-data,3,4726709,2026-06-08T16:07:24Z,2026-06-08T16:52:44Z,"[""spy-regime-quick-data"",""spy-regime-quick-data"",""spy-regime-quick-data""]",archive,historical_reference,none
spy-regime-quick-stage-{n},1080,199727073,2026-06-08T16:10:03Z,2026-06-08T16:57:28Z,"[""spy-regime-quick-stage-253"",""spy-regime-quick-stage-241"",""spy-regime-quick-stage-16""]",archive,historical_reference,none
spy-weekly-global-random-train-yearly-calmar-beat-counts,1,6809425,2026-06-20T14:39:48Z,2026-06-20T14:39:48Z,"[""spy-weekly-global-random-train-yearly-calmar-beat-counts""]",archive,historical_reference,none
spy-weekly-global-random-train-yearly-calmar-results,1,6490037,2026-06-20T14:05:21Z,2026-06-20T14:05:21Z,"[""spy-weekly-global-random-train-yearly-calmar-results""]",archive,historical_reference,none
spy-weekly-global-random-train-yearly-calmar-stage-{n},360,7608560,2026-06-20T13:56:44Z,2026-06-20T14:04:31Z,"[""spy-weekly-global-random-train-yearly-calmar-stage-87"",""spy-weekly-global-random-train-yearly-calmar-stage-152"",""spy-weekly-global-random-train-yearly-calmar-stage-213""]",archive,historical_reference,none
spy-weekly-global-random-yearly-outperformance-results,1,5484,2026-06-20T13:02:01Z,2026-06-20T13:02:01Z,"[""spy-weekly-global-random-yearly-outperformance-results""]",archive,historical_reference,none
spy-weekly-global-random-yearly-outperformance-stage-{n},360,265926,2026-06-20T12:53:15Z,2026-06-20T13:01:14Z,"[""spy-weekly-global-random-yearly-outperformance-stage-105"",""spy-weekly-global-random-yearly-outperformance-stage-207"",""spy-weekly-global-random-yearly-outperformance-stage-64""]",archive,historical_reference,none
spy-weekly-longshort-locked-strategy-report-spy_weekly_longshort_sharpe{n}_s{n}_{hex},1,16710,2026-06-16T13:42:18Z,2026-06-16T13:42:18Z,"[""spy-weekly-longshort-locked-strategy-report-spy_weekly_longshort_sharpe2_s090_a5615dfb8ffc7479""]",archive,historical_reference,none
spy-weekly-longshort-sharpe{n}-data,26,10194136,2026-06-05T05:14:24Z,2026-06-09T16:56:43Z,"[""spy-weekly-longshort-sharpe2-data"",""spy-weekly-longshort-sharpe2-data"",""spy-weekly-longshort-sharpe2-data""]",archive,historical_reference,none
spy-weekly-longshort-sharpe{n}-stage-{n},9230,1598832492,2026-06-05T05:15:09Z,2026-06-09T17:13:16Z,"[""spy-weekly-longshort-sharpe2-stage-212"",""spy-weekly-longshort-sharpe2-stage-200"",""spy-weekly-longshort-sharpe2-stage-44""]",archive,historical_reference,none
spy-weekly-longshort-sharpe{n}-{n}jobs-results,26,3790458137,2026-06-05T05:16:27Z,2026-06-09T17:15:46Z,"[""spy-weekly-longshort-sharpe2-355jobs-results"",""spy-weekly-longshort-sharpe2-355jobs-results"",""spy-weekly-longshort-sharpe2-355jobs-results""]",archive,historical_reference,none
spy-weekly-noleverage-global-random-data,2,14261626,2026-06-18T19:45:58Z,2026-06-19T06:21:59Z,"[""spy-weekly-noleverage-global-random-data"",""spy-weekly-noleverage-global-random-data""]",archive,historical_reference,none
spy-weekly-noleverage-global-random-nightly-until-{n}-results,47,29756096674,2026-06-18T20:03:29Z,2026-06-19T11:07:20Z,"[""spy-weekly-noleverage-global-random-nightly-until-0700-results"",""spy-weekly-noleverage-global-random-nightly-until-0700-results"",""spy-weekly-noleverage-global-random-nightly-until-0700-results""]",archive,historical_reference,none
spy-weekly-noleverage-global-random-round-{n}-final,47,29756096674,2026-06-18T20:02:31Z,2026-06-19T11:06:22Z,"[""spy-weekly-noleverage-global-random-round-0-final"",""spy-weekly-noleverage-global-random-round-1-final"",""spy-weekly-noleverage-global-random-round-2-final""]",archive,historical_reference,none
spy-weekly-noleverage-global-random-r{n}-stage-{n},16922,34282903929,2026-06-18T19:51:16Z,2026-06-19T11:01:47Z,"[""spy-weekly-noleverage-global-random-r0-stage-217"",""spy-weekly-noleverage-global-random-r0-stage-278"",""spy-weekly-noleverage-global-random-r0-stage-282""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-data,1,3471943,2026-06-16T19:18:45Z,2026-06-16T19:18:45Z,"[""spy-weekly-noleverage-50ideas-data""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-nightly-until-{n}-results,31,12226619421,2026-06-16T19:34:06Z,2026-06-17T05:17:49Z,"[""spy-weekly-noleverage-50ideas-nightly-until-0700-results"",""spy-weekly-noleverage-50ideas-nightly-until-0700-results"",""spy-weekly-noleverage-50ideas-nightly-until-0700-results""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-round-{n}-final,31,12226619421,2026-06-16T19:33:31Z,2026-06-17T05:17:13Z,"[""spy-weekly-noleverage-50ideas-round-0-final"",""spy-weekly-noleverage-50ideas-round-1-final"",""spy-weekly-noleverage-50ideas-round-2-final""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-r{n}-stage-{n},11157,13857106018,2026-06-16T19:23:50Z,2026-06-17T05:13:40Z,"[""spy-weekly-noleverage-50ideas-r0-stage-105"",""spy-weekly-noleverage-50ideas-r0-stage-328"",""spy-weekly-noleverage-50ideas-r0-stage-12""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-v{n}-data,2,14256842,2026-06-16T19:56:38Z,2026-06-17T11:26:32Z,"[""spy-weekly-noleverage-50ideas-v2-data"",""spy-weekly-noleverage-50ideas-v2-data""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-v{n}-nightly-until-{n}-results,99,44846088272,2026-06-16T20:16:11Z,2026-06-18T05:01:08Z,"[""spy-weekly-noleverage-50ideas-v2-nightly-until-0700-results"",""spy-weekly-noleverage-50ideas-v2-nightly-until-0700-results"",""spy-weekly-noleverage-50ideas-v2-nightly-until-0700-results""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-v{n}-round-{n}-final,99,44846088272,2026-06-16T20:15:30Z,2026-06-18T05:00:26Z,"[""spy-weekly-noleverage-50ideas-v2-round-0-final"",""spy-weekly-noleverage-50ideas-v2-round-1-final"",""spy-weekly-noleverage-50ideas-v2-round-2-final""]",archive,historical_reference,none
spy-weekly-noleverage-{n}ideas-v{n}-r{n}-stage-{n},35644,51636996265,2026-06-16T20:02:35Z,2026-06-18T04:56:47Z,"[""spy-weekly-noleverage-50ideas-v2-r0-stage-195"",""spy-weekly-noleverage-50ideas-v2-r0-stage-48"",""spy-weekly-noleverage-50ideas-v2-r0-stage-56""]",archive,historical_reference,none
spy-{n}m-support-resistance-data,1,2611283,2026-06-14T09:27:49Z,2026-06-14T09:27:49Z,"[""spy-15m-support-resistance-data""]",archive,historical_reference,none
spy-{n}m-support-resistance-free-max-data,2,1148918672,2026-06-14T11:12:17Z,2026-06-14T11:35:01Z,"[""spy-15m-support-resistance-free-max-data"",""spy-15m-support-resistance-free-max-data""]",archive,historical_reference,none
spy-{n}m-support-resistance-free-max-retest-results,2,1233341687,2026-06-14T11:18:35Z,2026-06-14T11:40:20Z,"[""spy-15m-support-resistance-free-max-retest-results"",""spy-15m-support-resistance-free-max-retest-results""]",archive,historical_reference,none
spy-{n}m-support-resistance-free-max-retest-stage-{n},710,34728318,2026-06-14T11:13:46Z,2026-06-14T11:38:09Z,"[""spy-15m-support-resistance-free-max-retest-stage-183"",""spy-15m-support-resistance-free-max-retest-stage-198"",""spy-15m-support-resistance-free-max-retest-stage-239""]",archive,historical_reference,none
spy-{n}m-support-resistance-source-candidates,3,22755477,2026-06-14T10:18:14Z,2026-06-14T11:24:33Z,"[""spy-15m-support-resistance-source-candidates"",""spy-15m-support-resistance-source-candidates"",""spy-15m-support-resistance-source-candidates""]",archive,historical_reference,none
spy-{n}m-support-resistance-stage-{n},355,8567762,2026-06-14T09:29:36Z,2026-06-14T09:31:39Z,"[""spy-15m-support-resistance-stage-209"",""spy-15m-support-resistance-stage-2"",""spy-15m-support-resistance-stage-96""]",archive,historical_reference,none
spy-{n}m-support-resistance-{n}jobs-results,1,26404400,2026-06-14T09:32:30Z,2026-06-14T09:32:30Z,"[""spy-15m-support-resistance-355jobs-results""]",archive,historical_reference,none
sp{n}-only-outperforming-study-finder-results,33,444799175,2026-06-14T13:58:45Z,2026-06-15T08:14:24Z,"[""sp500-only-outperforming-study-finder-results"",""sp500-only-outperforming-study-finder-results"",""sp500-only-outperforming-study-finder-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-dehb-no-crypto-no-stocks-{n}waves-{n}jobs-{n}h-results,1,2866,2026-06-01T08:40:16Z,2026-06-01T08:40:16Z,"[""sp500-weekly-hedge-dehb-no-crypto-no-stocks-6waves-80jobs-3h-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-dehb-policy{n}-downside-{n}wave-{n}jobs-{n}h-results,2,9752,2026-05-31T18:40:08Z,2026-05-31T18:46:39Z,"[""sp500-weekly-hedge-dehb-policy1995-downside-1wave-80jobs-1h-results"",""sp500-weekly-hedge-dehb-policy1995-downside-1wave-80jobs-1h-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-dehb-policy{n}-downside-{n}waves-{n}jobs-{n}h-results,3,14752,2026-05-31T18:40:13Z,2026-06-01T05:05:02Z,"[""sp500-weekly-hedge-dehb-policy1995-downside-6waves-80jobs-1h-results"",""sp500-weekly-hedge-dehb-policy1995-downside-6waves-80jobs-1h-results"",""sp500-weekly-hedge-dehb-policy1995-downside-6waves-80jobs-9h-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-dehb-{n}wave-{n}jobs-{n}h-results,4,49617961,2026-05-31T15:56:48Z,2026-06-01T08:27:35Z,"[""sp500-weekly-hedge-dehb-1wave-80jobs-1h-results"",""sp500-weekly-hedge-dehb-1wave-80jobs-1h-results"",""sp500-weekly-hedge-dehb-1wave-80jobs-1h-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-dehb-{n}waves-{n}jobs-{n}h-results,4,49910969,2026-05-31T15:56:46Z,2026-06-01T08:27:34Z,"[""sp500-weekly-hedge-dehb-6waves-80jobs-1h-results"",""sp500-weekly-hedge-dehb-6waves-80jobs-1h-results"",""sp500-weekly-hedge-dehb-6waves-80jobs-1h-results""]",archive,historical_reference,none
sp{n}-weekly-hedge-no-crypto-no-stocks-{n}waves-data,3,21626098,2026-06-01T08:32:25Z,2026-06-02T14:17:28Z,"[""sp500-weekly-hedge-no-crypto-no-stocks-6waves-data"",""sp500-weekly-hedge-no-crypto-no-stocks-6waves-data"",""sp500-weekly-hedge-no-crypto-no-stocks-6waves-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-no-crypto-no-stocks-{n}waves-wave-{n}-a-stage-{n},1000,2073786544,2026-06-01T09:43:16Z,2026-06-02T16:35:20Z,"[""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-a-stage-72"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-a-stage-48"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-a-stage-29""]",archive,historical_reference,none
sp{n}-weekly-hedge-no-crypto-no-stocks-{n}waves-wave-{n}-b-stage-{n},1000,2168597003,2026-06-01T09:43:17Z,2026-06-02T16:35:15Z,"[""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-b-stage-283"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-b-stage-274"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-wave-0-b-stage-265""]",archive,historical_reference,none
sp{n}-weekly-hedge-no-crypto-no-stocks-{n}waves-{n}jobs-data,3,37972318,2026-06-01T09:32:24Z,2026-06-02T14:13:40Z,"[""sp500-weekly-hedge-no-crypto-no-stocks-2waves-500jobs-data"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-500jobs-data"",""sp500-weekly-hedge-no-crypto-no-stocks-2waves-500jobs-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-policy{n}-downside-{n}wave-data,2,16836981,2026-05-31T18:44:44Z,2026-05-31T18:55:01Z,"[""sp500-weekly-hedge-policy1995-downside-1wave-data"",""sp500-weekly-hedge-policy1995-downside-1wave-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-policy{n}-downside-{n}wave-wave-{n}-stage-{n},80,783460640,2026-05-31T19:45:55Z,2026-05-31T19:46:14Z,"[""sp500-weekly-hedge-policy1995-downside-1wave-wave-0-stage-25"",""sp500-weekly-hedge-policy1995-downside-1wave-wave-0-stage-79"",""sp500-weekly-hedge-policy1995-downside-1wave-wave-0-stage-11""]",archive,historical_reference,none
sp{n}-weekly-hedge-policy{n}-downside-{n}waves-data,2,16837541,2026-05-31T18:44:34Z,2026-05-31T18:55:14Z,"[""sp500-weekly-hedge-policy1995-downside-6waves-data"",""sp500-weekly-hedge-policy1995-downside-6waves-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-policy{n}-downside-{n}waves-wave-{n}-stage-{n},480,795032032,2026-05-31T19:04:25Z,2026-05-31T19:52:40Z,"[""sp500-weekly-hedge-policy1995-downside-6waves-wave-0-stage-51"",""sp500-weekly-hedge-policy1995-downside-6waves-wave-0-stage-18"",""sp500-weekly-hedge-policy1995-downside-6waves-wave-0-stage-9""]",archive,historical_reference,none
sp{n}-weekly-hedge-{n}wave-data,4,30635344,2026-05-31T15:21:44Z,2026-06-02T14:19:28Z,"[""sp500-weekly-hedge-1wave-data"",""sp500-weekly-hedge-1wave-data"",""sp500-weekly-hedge-1wave-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-{n}wave-wave-{n}-stage-{n},80,21801086,2026-05-31T17:03:40Z,2026-05-31T17:04:01Z,"[""sp500-weekly-hedge-1wave-wave-0-stage-60"",""sp500-weekly-hedge-1wave-wave-0-stage-2"",""sp500-weekly-hedge-1wave-wave-0-stage-66""]",archive,historical_reference,none
sp{n}-weekly-hedge-{n}waves-data,5,38734523,2026-05-31T15:19:41Z,2026-06-02T14:18:21Z,"[""sp500-weekly-hedge-6waves-data"",""sp500-weekly-hedge-6waves-data"",""sp500-weekly-hedge-6waves-data""]",archive,historical_reference,none
sp{n}-weekly-hedge-{n}waves-wave-{n}-stage-{n},480,24801570,2026-05-31T16:23:23Z,2026-05-31T17:11:29Z,"[""sp500-weekly-hedge-6waves-wave-0-stage-40"",""sp500-weekly-hedge-6waves-wave-0-stage-8"",""sp500-weekly-hedge-6waves-wave-0-stage-19""]",archive,historical_reference,none
sp{n}-{n}-paper-chunk-{n},26,279538,2026-06-16T05:50:08Z,2026-06-16T05:50:26Z,"[""sp500-26-paper-chunk-4"",""sp500-26-paper-chunk-8"",""sp500-26-paper-chunk-21""]",archive,historical_reference,none
sp{n}-{n}-paper-data,1,12058608,2026-06-16T05:49:11Z,2026-06-16T05:49:11Z,"[""sp500-26-paper-data""]",archive,historical_reference,none
sp{n}-{n}-paper-locked-strategy-report-avoid_equity_bear_markets_trendycmacro,1,3412,2026-06-21T11:46:50Z,2026-06-21T11:46:50Z,"[""sp500-26-paper-locked-strategy-report-avoid_equity_bear_markets_trendycmacro""]",archive,historical_reference,none
sp{n}-{n}-paper-locked-strategy-report-ep_short_rate_spread,1,3766,2026-06-21T12:30:18Z,2026-06-21T12:30:18Z,"[""sp500-26-paper-locked-strategy-report-ep_short_rate_spread""]",archive,historical_reference,none
sp{n}-{n}-paper-locked-strategy-report-rl_evt_tail_risk,1,3200,2026-06-16T11:52:44Z,2026-06-16T11:52:44Z,"[""sp500-26-paper-locked-strategy-report-rl_evt_tail_risk""]",archive,historical_reference,none
sp{n}-{n}-paper-replication-backtest-results,1,223705,2026-06-16T05:56:12Z,2026-06-16T05:56:12Z,"[""sp500-26-paper-replication-backtest-results""]",archive,historical_reference,none
sr-{n}m-equity-universe-family-search-{n},780,82266566,2026-06-14T12:26:56Z,2026-06-14T13:22:49Z,"[""sr-15m-equity-universe-family-search-49"",""sr-15m-equity-universe-family-search-38"",""sr-15m-equity-universe-family-search-5""]",archive,historical_reference,none
sr-{n}m-equity-universe-feature-search-results,2,336750128,2026-06-14T13:03:47Z,2026-06-14T13:39:02Z,"[""sr-15m-equity-universe-feature-search-results"",""sr-15m-equity-universe-feature-search-results""]",archive,historical_reference,none
sr-{n}m-equity-universe-features,3,159520740,2026-06-14T12:22:39Z,2026-06-14T13:08:20Z,"[""sr-15m-equity-universe-features"",""sr-15m-equity-universe-features"",""sr-15m-equity-universe-features""]",archive,historical_reference,none
sr-{n}m-equity-universe-mixed-search-{n},360,33775608,2026-06-14T12:27:28Z,2026-06-14T13:15:55Z,"[""sr-15m-equity-universe-mixed-search-113"",""sr-15m-equity-universe-mixed-search-41"",""sr-15m-equity-universe-mixed-search-12""]",archive,historical_reference,none
sr-{n}m-equity-universe-prelocked-candidates,3,484320221,2026-06-14T12:38:19Z,2026-06-14T13:24:25Z,"[""sr-15m-equity-universe-prelocked-candidates"",""sr-15m-equity-universe-prelocked-candidates"",""sr-15m-equity-universe-prelocked-candidates""]",archive,historical_reference,none
sr-{n}m-equity-universe-screen-{n},240,2830136,2026-06-14T12:23:24Z,2026-06-14T13:09:38Z,"[""sr-15m-equity-universe-screen-46"",""sr-15m-equity-universe-screen-51"",""sr-15m-equity-universe-screen-40""]",archive,historical_reference,none
sr-{n}m-equity-universe-source-data,3,5950857,2026-06-14T12:21:18Z,2026-06-14T13:06:57Z,"[""sr-15m-equity-universe-source-data"",""sr-15m-equity-universe-source-data"",""sr-15m-equity-universe-source-data""]",archive,historical_reference,none
stock-protocol-all-opportunities-and-realistic-portfolio-audit,11,120059112,2026-07-19T15:18:10Z,2026-07-21T05:32:17Z,"[""stock-protocol-all-opportunities-and-realistic-portfolio-audit"",""stock-protocol-all-opportunities-and-realistic-portfolio-audit"",""stock-protocol-all-opportunities-and-realistic-portfolio-audit""]",archive,historical_reference,none
stock-protocol-costs-merged,11,244934,2026-07-16T14:55:08Z,2026-07-18T13:10:05Z,"[""stock-protocol-costs-merged"",""stock-protocol-costs-merged"",""stock-protocol-costs-merged""]",archive,historical_reference,none
stock-protocol-costs-plan,2,14601,2026-07-16T14:51:47Z,2026-07-17T15:15:13Z,"[""stock-protocol-costs-plan"",""stock-protocol-costs-plan""]",archive,historical_reference,none
stock-protocol-costs-shard-{n},1080,331677,2026-07-13T00:35:19Z,2026-07-15T01:25:07Z,"[""stock-protocol-costs-shard-198"",""stock-protocol-costs-shard-221"",""stock-protocol-costs-shard-275""]",archive,historical_reference,none
stock-protocol-costs-task-{n},100,29590791,2026-07-16T14:53:31Z,2026-07-17T16:36:18Z,"[""stock-protocol-costs-task-3"",""stock-protocol-costs-task-31"",""stock-protocol-costs-task-12""]",archive,historical_reference,none
stock-protocol-entries-all,1,159439,2026-07-13T11:04:08Z,2026-07-13T11:04:08Z,"[""stock-protocol-entries-all""]",archive,historical_reference,none
stock-protocol-entries-merged,12,283779,2026-07-16T14:38:40Z,2026-07-18T13:10:03Z,"[""stock-protocol-entries-merged"",""stock-protocol-entries-merged"",""stock-protocol-entries-merged""]",archive,historical_reference,none
stock-protocol-entries-plan,2,10363,2026-07-16T14:33:13Z,2026-07-17T08:43:17Z,"[""stock-protocol-entries-plan"",""stock-protocol-entries-plan""]",archive,historical_reference,none
stock-protocol-entries-shard-{n},2880,1732216,2026-07-12T20:54:52Z,2026-07-14T21:03:18Z,"[""stock-protocol-entries-shard-121"",""stock-protocol-entries-shard-22"",""stock-protocol-entries-shard-200""]",archive,historical_reference,none
stock-protocol-entries-task-{n},72,79209705,2026-07-16T14:34:44Z,2026-07-17T10:07:51Z,"[""stock-protocol-entries-task-13"",""stock-protocol-entries-task-30"",""stock-protocol-entries-task-31""]",archive,historical_reference,none
stock-protocol-exact-irrevocable-oos-results,1,814995,2026-07-19T13:07:41Z,2026-07-19T13:07:41Z,"[""stock-protocol-exact-irrevocable-oos-results""]",archive,historical_reference,none
stock-protocol-exact-irrevocable-oos-results-final,1,815665,2026-07-19T13:21:34Z,2026-07-19T13:21:34Z,"[""stock-protocol-exact-irrevocable-oos-results-final""]",archive,historical_reference,none
stock-protocol-exact-is-reproduction,1,494158,2026-07-19T11:04:46Z,2026-07-19T11:04:46Z,"[""stock-protocol-exact-is-reproduction""]",archive,historical_reference,none
stock-protocol-exact-locked-data-{n},32,159476048,2026-07-19T11:14:47Z,2026-07-19T11:16:28Z,"[""stock-protocol-exact-locked-data-11"",""stock-protocol-exact-locked-data-13"",""stock-protocol-exact-locked-data-5""]",archive,historical_reference,none
stock-protocol-exact-locked-symbols,1,25940,2026-07-19T11:13:51Z,2026-07-19T11:13:51Z,"[""stock-protocol-exact-locked-symbols""]",archive,historical_reference,none
stock-protocol-exact-prelocked-pack,1,351748622,2026-07-19T11:13:50Z,2026-07-19T11:13:50Z,"[""stock-protocol-exact-prelocked-pack""]",archive,historical_reference,none
stock-protocol-exits-merged,12,1351486,2026-07-16T14:44:54Z,2026-07-18T13:10:03Z,"[""stock-protocol-exits-merged"",""stock-protocol-exits-merged"",""stock-protocol-exits-merged""]",archive,historical_reference,none
stock-protocol-exits-plan,2,68987,2026-07-16T14:39:24Z,2026-07-17T10:09:42Z,"[""stock-protocol-exits-plan"",""stock-protocol-exits-plan""]",archive,historical_reference,none
stock-protocol-exits-shard-{n},1799,1157538,2026-07-12T21:32:37Z,2026-07-14T23:40:48Z,"[""stock-protocol-exits-shard-281"",""stock-protocol-exits-shard-285"",""stock-protocol-exits-shard-302""]",archive,historical_reference,none
stock-protocol-exits-task-{n},580,882655710,2026-07-16T14:40:49Z,2026-07-17T12:45:42Z,"[""stock-protocol-exits-task-225"",""stock-protocol-exits-task-129"",""stock-protocol-exits-task-42""]",archive,historical_reference,none
stock-protocol-holdout-candidate-{n},10,5980723,2026-07-18T19:27:59Z,2026-07-18T19:29:26Z,"[""stock-protocol-holdout-candidate-5"",""stock-protocol-holdout-candidate-2"",""stock-protocol-holdout-candidate-6""]",archive,historical_reference,none
stock-protocol-holdout-feature-{n},32,1250506106,2026-07-18T18:23:12Z,2026-07-18T19:10:04Z,"[""stock-protocol-holdout-feature-4"",""stock-protocol-holdout-feature-10"",""stock-protocol-holdout-feature-15""]",archive,historical_reference,none
stock-protocol-opportunity-audit-shard-diagnostic_reused_holdout,1,7724949,2026-07-20T19:59:42Z,2026-07-20T19:59:42Z,"[""stock-protocol-opportunity-audit-shard-diagnostic_reused_holdout""]",archive,historical_reference,none
stock-protocol-opportunity-audit-shard-opened_locked_diagnostic,1,8537476,2026-07-20T20:19:11Z,2026-07-20T20:19:11Z,"[""stock-protocol-opportunity-audit-shard-opened_locked_diagnostic""]",archive,historical_reference,none
stock-protocol-opportunity-audit-shard-walk_forward_is,1,11100983,2026-07-20T21:22:11Z,2026-07-20T21:22:11Z,"[""stock-protocol-opportunity-audit-shard-walk_forward_is""]",archive,historical_reference,none
stock-protocol-original-{n}-contract,3,677211,2026-07-21T13:51:39Z,2026-07-21T14:13:52Z,"[""stock-protocol-original-290-contract"",""stock-protocol-original-290-contract"",""stock-protocol-original-290-contract""]",archive,historical_reference,none
stock-protocol-original-{n}-opportunity-event-study,1,14804856946,2026-07-25T07:36:39Z,2026-07-25T07:36:39Z,"[""stock-protocol-original-290-opportunity-event-study""]",archive,historical_reference,none
